dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
shalek_GSE48968	inferelator	normalized	30000	mDC_chipunion	0.4539	0.1413	0.2155
shalek_GSE48968	inferelator	normalized	50000	mDC_chipunion	0.4696	0.2436	0.3208
shalek_GSE48968	inferelator	normalized	100	mDC_KDUnion	0.5300	0.0004	0.0007
shalek_GSE48968	inferelator	normalized	300	mDC_KDUnion	0.5733	0.0012	0.0023
shalek_GSE48968	inferelator	normalized	500	mDC_KDUnion	0.5700	0.0019	0.0038
shalek_GSE48968	inferelator	normalized	1000	mDC_KDUnion	0.5620	0.0038	0.0075
shalek_GSE48968	inferelator	normalized	3000	mDC_KDUnion	0.4783	0.0097	0.0190
shalek_GSE48968	inferelator	normalized	5000	mDC_KDUnion	0.4452	0.0150	0.0291
shalek_GSE48968	inferelator	normalized	10000	mDC_KDUnion	0.4038	0.0273	0.0511
shalek_GSE48968	inferelator	normalized	30000	mDC_KDUnion	0.2835	0.0575	0.0955
shalek_GSE48968	inferelator	normalized	50000	mDC_KDUnion	0.2614	0.0883	0.1320
shalek_GSE48968	inferelator	normalized	100	mDC_chipunion_KDUnion_intersect	0.8100	0.0012	0.0024
shalek_GSE48968	inferelator	normalized	300	mDC_chipunion_KDUnion_intersect	0.7233	0.0032	0.0064
shalek_GSE48968	inferelator	normalized	500	mDC_chipunion_KDUnion_intersect	0.7160	0.0053	0.0105
shalek_GSE48968	inferelator	normalized	1000	mDC_chipunion_KDUnion_intersect	0.6370	0.0094	0.0185
shalek_GSE48968	inferelator	normalized	3000	mDC_chipunion_KDUnion_intersect	0.5187	0.0230	0.0440
shalek_GSE48968	inferelator	normalized	5000	mDC_chipunion_KDUnion_intersect	0.4794	0.0354	0.0659
shalek_GSE48968	inferelator	normalized	10000	mDC_chipunion_KDUnion_intersect	0.4400	0.0650	0.1132
shalek_GSE48968	inferelator	normalized	30000	mDC_chipunion_KDUnion_intersect	0.3700	0.1639	0.2272
shalek_GSE48968	inferelator	normalized	50000	mDC_chipunion_KDUnion_intersect	0.3608	0.2664	0.3065
zhao_GSE114952	inferelator	normalized	100	mESC_escapechip	0.5300	0.0011	0.0022
zhao_GSE114952	inferelator	normalized	300	mESC_escapechip	0.4867	0.0030	0.0060
zhao_GSE114952	inferelator	normalized	500	mESC_escapechip	0.4540	0.0047	0.0092
zhao_GSE114952	inferelator	normalized	1000	mESC_escapechip	0.4110	0.0085	0.0166
zhao_GSE114952	inferelator	normalized	3000	mESC_escapechip	0.3220	0.0199	0.0374
zhao_GSE114952	inferelator	normalized	5000	mESC_escapechip	0.2736	0.0281	0.0510
zhao_GSE114952	inferelator	normalized	10000	mESC_escapechip	0.2099	0.0432	0.0716
zhao_GSE114952	inferelator	normalized	30000	mESC_escapechip	0.0904	0.0557	0.0690
zhao_GSE114952	inferelator	normalized	50000	mESC_escapechip	0.1188	0.1222	0.1205
zhao_GSE114952	inferelator	normalized	100	mESC_encodechip	0.4800	0.0155	0.0300
zhao_GSE114952	inferelator	normalized	300	mESC_encodechip	0.3400	0.0329	0.0599
zhao_GSE114952	inferelator	normalized	500	mESC_encodechip	0.3420	0.0551	0.0949
zhao_GSE114952	inferelator	normalized	1000	mESC_encodechip	0.3100	0.0998	0.1510
zhao_GSE114952	inferelator	normalized	3000	mESC_encodechip	0.2697	0.2605	0.2650
zhao_GSE114952	inferelator	normalized	5000	mESC_encodechip	0.2742	0.4415	0.3383
zhao_GSE114952	inferelator	normalized	10000	mESC_encodechip	0.2473	0.7965	0.3774
zhao_GSE114952	inferelator	normalized	30000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	inferelator	normalized	50000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	inferelator	normalized	100	mESC_chipunion	0.5500	0.0011	0.0022
zhao_GSE114952	inferelator	normalized	300	mESC_chipunion	0.5067	0.0031	0.0061
zhao_GSE114952	inferelator	normalized	500	mESC_chipunion	0.4780	0.0048	0.0096
zhao_GSE114952	inferelator	normalized	1000	mESC_chipunion	0.4350	0.0088	0.0172
zhao_GSE114952	inferelator	normalized	3000	mESC_chipunion	0.3413	0.0207	0.0390
zhao_GSE114952	inferelator	normalized	5000	mESC_chipunion	0.2882	0.0291	0.0529
zhao_GSE114952	inferelator	normalized	10000	mESC_chipunion	0.2187	0.0442	0.0735
zhao_GSE114952	inferelator	normalized	30000	mESC_chipunion	0.0933	0.0566	0.0704
zhao_GSE114952	inferelator	normalized	50000	mESC_chipunion	0.1206	0.1218	0.1212
zhao_GSE114952	inferelator	normalized	100	mESC_logof	0.2900	0.0005	0.0010
zhao_GSE114952	inferelator	normalized	300	mESC_logof	0.2600	0.0014	0.0028
zhao_GSE114952	inferelator	normalized	500	mESC_logof	0.2520	0.0022	0.0044
zhao_GSE114952	inferelator	normalized	1000	mESC_logof	0.2260	0.0040	0.0079
zhao_GSE114952	inferelator	normalized	3000	mESC_logof	0.1973	0.0105	0.0200
zhao_GSE114952	inferelator	normalized	5000	mESC_logof	0.1722	0.0153	0.0281
zhao_GSE114952	inferelator	normalized	10000	mESC_logof	0.1368	0.0243	0.0413
zhao_GSE114952	inferelator	normalized	30000	mESC_logof	0.1199	0.0639	0.0834
zhao_GSE114952	inferelator	normalized	50000	mESC_logof	0.1233	0.1096	0.1160
zhao_GSE114952	inferelator	normalized	100	mESC_nishiyama	0.2700	0.0003	0.0006
zhao_GSE114952	inferelator	normalized	300	mESC_nishiyama	0.2600	0.0009	0.0019
zhao_GSE114952	inferelator	normalized	500	mESC_nishiyama	0.2300	0.0014	0.0027
zhao_GSE114952	inferelator	normalized	1000	mESC_nishiyama	0.2080	0.0025	0.0049
zhao_GSE114952	inferelator	normalized	3000	mESC_nishiyama	0.1650	0.0059	0.0114
zhao_GSE114952	inferelator	normalized	5000	mESC_nishiyama	0.1518	0.0090	0.0171
zhao_GSE114952	inferelator	normalized	10000	mESC_nishiyama	0.1232	0.0147	0.0262
zhao_GSE114952	inferelator	normalized	30000	mESC_nishiyama	0.0734	0.0262	0.0387
zhao_GSE114952	inferelator	normalized	50000	mESC_nishiyama	0.0450	0.0268	0.0336
zhao_GSE114952	inferelator	normalized	100	mESC_KDUnion	0.3200	0.0003	0.0006
zhao_GSE114952	inferelator	normalized	300	mESC_KDUnion	0.3000	0.0009	0.0017
zhao_GSE114952	inferelator	normalized	500	mESC_KDUnion	0.2700	0.0013	0.0026
zhao_GSE114952	inferelator	normalized	1000	mESC_KDUnion	0.2460	0.0024	0.0047
zhao_GSE114952	inferelator	normalized	3000	mESC_KDUnion	0.2070	0.0060	0.0116
zhao_GSE114952	inferelator	normalized	5000	mESC_KDUnion	0.1906	0.0092	0.0175
zhao_GSE114952	inferelator	normalized	10000	mESC_KDUnion	0.1582	0.0152	0.0277
zhao_GSE114952	inferelator	normalized	30000	mESC_KDUnion	0.1011	0.0292	0.0453
zhao_GSE114952	inferelator	normalized	50000	mESC_KDUnion	0.0644	0.0310	0.0418
zhao_GSE114952	inferelator	normalized	100	mESC_chipunion_KDUnion_intersect	0.3600	0.0040	0.0079
zhao_GSE114952	inferelator	normalized	300	mESC_chipunion_KDUnion_intersect	0.3467	0.0115	0.0223
zhao_GSE114952	inferelator	normalized	500	mESC_chipunion_KDUnion_intersect	0.3440	0.0191	0.0362
zhao_GSE114952	inferelator	normalized	1000	mESC_chipunion_KDUnion_intersect	0.2860	0.0317	0.0571
zhao_GSE114952	inferelator	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1887	0.0628	0.0942
zhao_GSE114952	inferelator	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1376	0.0763	0.0982
zhao_GSE114952	inferelator	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0908	0.1007	0.0955
zhao_GSE114952	inferelator	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0620	0.2062	0.0953
zhao_GSE114952	inferelator	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0666	0.3693	0.1128
zhao_GSE114952	inferelator	normalized	100	mESC_ATAC_Day4Day6Union	0.1200	0.0002	0.0004
zhao_GSE114952	inferelator	normalized	300	mESC_ATAC_Day4Day6Union	0.1400	0.0006	0.0013
zhao_GSE114952	inferelator	normalized	500	mESC_ATAC_Day4Day6Union	0.1260	0.0010	0.0019
zhao_GSE114952	inferelator	normalized	1000	mESC_ATAC_Day4Day6Union	0.1150	0.0018	0.0035
zhao_GSE114952	inferelator	normalized	3000	mESC_ATAC_Day4Day6Union	0.1303	0.0060	0.0114
zhao_GSE114952	inferelator	normalized	5000	mESC_ATAC_Day4Day6Union	0.1292	0.0099	0.0183
zhao_GSE114952	inferelator	normalized	10000	mESC_ATAC_Day4Day6Union	0.1430	0.0219	0.0379
zhao_GSE114952	inferelator	normalized	30000	mESC_ATAC_Day4Day6Union	0.1258	0.0577	0.0791
zhao_GSE114952	inferelator	normalized	50000	mESC_ATAC_Day4Day6Union	0.0904	0.0691	0.0783
zhao_GSE114952	inferelator	normalized	100	mESC_lit	0.3400	0.1659	0.2230
zhao_GSE114952	inferelator	normalized	300	mESC_lit	0.1633	0.2390	0.1941
zhao_GSE114952	inferelator	normalized	500	mESC_lit	0.1060	0.2585	0.1504
zhao_GSE114952	inferelator	normalized	1000	mESC_lit	0.1090	0.5317	0.1809
zhao_GSE114952	inferelator	normalized	3000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	inferelator	normalized	5000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	inferelator	normalized	10000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	inferelator	normalized	30000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	inferelator	normalized	50000	mESC_lit	0.0996	1.0000	0.1811
jackson_GSE125162	inferelator	normalized	100	hu	0.0200	0.0002	0.0004
jackson_GSE125162	inferelator	normalized	300	hu	0.0133	0.0004	0.0008
jackson_GSE125162	inferelator	normalized	500	hu	0.0100	0.0005	0.0010
jackson_GSE125162	inferelator	normalized	1000	hu	0.0120	0.0013	0.0023
jackson_GSE125162	inferelator	normalized	3000	hu	0.0093	0.0030	0.0045
jackson_GSE125162	inferelator	normalized	5000	hu	0.0100	0.0053	0.0069
jackson_GSE125162	inferelator	normalized	10000	hu	0.0115	0.0122	0.0118
jackson_GSE125162	inferelator	normalized	30000	hu	0.0074	0.0234	0.0112
jackson_GSE125162	inferelator	normalized	50000	hu	0.0096	0.0506	0.0161
jackson_GSE125162	inferelator	normalized	100	mac2	0.1300	0.0036	0.0069
jackson_GSE125162	inferelator	normalized	300	mac2	0.1133	0.0093	0.0172
jackson_GSE125162	inferelator	normalized	500	mac2	0.0880	0.0120	0.0212
jackson_GSE125162	inferelator	normalized	1000	mac2	0.0560	0.0153	0.0240
jackson_GSE125162	inferelator	normalized	3000	mac2	0.0360	0.0295	0.0324
jackson_GSE125162	inferelator	normalized	5000	mac2	0.0310	0.0424	0.0358
jackson_GSE125162	inferelator	normalized	10000	mac2	0.0212	0.0579	0.0310
jackson_GSE125162	inferelator	normalized	30000	mac2	0.0234	0.1919	0.0417
jackson_GSE125162	inferelator	normalized	50000	mac2	0.0212	0.2897	0.0395
jackson_GSE125162	inferelator	normalized	100	yeastract_c3	0.1300	0.0035	0.0069
jackson_GSE125162	inferelator	normalized	300	yeastract_c3	0.1400	0.0114	0.0211
jackson_GSE125162	inferelator	normalized	500	yeastract_c3	0.1040	0.0142	0.0249
jackson_GSE125162	inferelator	normalized	1000	yeastract_c3	0.0620	0.0169	0.0265
jackson_GSE125162	inferelator	normalized	3000	yeastract_c3	0.0423	0.0346	0.0381
jackson_GSE125162	inferelator	normalized	5000	yeastract_c3	0.0332	0.0452	0.0383
jackson_GSE125162	inferelator	normalized	10000	yeastract_c3	0.0236	0.0642	0.0345
jackson_GSE125162	inferelator	normalized	30000	yeastract_c3	0.0165	0.1350	0.0295
jackson_GSE125162	inferelator	normalized	50000	yeastract_c3	0.0132	0.1794	0.0246
jackson_GSE125162	inferelator	normalized	100	yeastract_t2	0.1500	0.0037	0.0072
jackson_GSE125162	inferelator	normalized	300	yeastract_t2	0.1433	0.0106	0.0198
jackson_GSE125162	inferelator	normalized	500	yeastract_t2	0.1060	0.0131	0.0233
jackson_GSE125162	inferelator	normalized	1000	yeastract_t2	0.0660	0.0163	0.0261
jackson_GSE125162	inferelator	normalized	3000	yeastract_t2	0.0397	0.0294	0.0338
jackson_GSE125162	inferelator	normalized	5000	yeastract_t2	0.0322	0.0398	0.0356
jackson_GSE125162	inferelator	normalized	10000	yeastract_t2	0.0229	0.0566	0.0326
jackson_GSE125162	inferelator	normalized	30000	yeastract_t2	0.0168	0.1243	0.0295
jackson_GSE125162	inferelator	normalized	50000	yeastract_t2	0.0130	0.1608	0.0241
jackson_GSE125162	inferelator	normalized	100	yeast_chipunion	0.1800	0.0007	0.0015
jackson_GSE125162	inferelator	normalized	300	yeast_chipunion	0.1567	0.0019	0.0038
jackson_GSE125162	inferelator	normalized	500	yeast_chipunion	0.1320	0.0027	0.0053
jackson_GSE125162	inferelator	normalized	1000	yeast_chipunion	0.0940	0.0039	0.0074
jackson_GSE125162	inferelator	normalized	3000	yeast_chipunion	0.0633	0.0078	0.0139
jackson_GSE125162	inferelator	normalized	5000	yeast_chipunion	0.0568	0.0117	0.0194
jackson_GSE125162	inferelator	normalized	10000	yeast_chipunion	0.0478	0.0196	0.0278
jackson_GSE125162	inferelator	normalized	30000	yeast_chipunion	0.0352	0.0433	0.0388
jackson_GSE125162	inferelator	normalized	50000	yeast_chipunion	0.0309	0.0635	0.0416
jackson_GSE125162	inferelator	normalized	100	yeast_KDUnion	0.2100	0.0008	0.0015
jackson_GSE125162	inferelator	normalized	300	yeast_KDUnion	0.1967	0.0022	0.0043
jackson_GSE125162	inferelator	normalized	500	yeast_KDUnion	0.1660	0.0030	0.0060
jackson_GSE125162	inferelator	normalized	1000	yeast_KDUnion	0.1180	0.0043	0.0083
jackson_GSE125162	inferelator	normalized	3000	yeast_KDUnion	0.0757	0.0083	0.0150
jackson_GSE125162	inferelator	normalized	5000	yeast_KDUnion	0.0620	0.0114	0.0192
jackson_GSE125162	inferelator	normalized	10000	yeast_KDUnion	0.0464	0.0170	0.0249
jackson_GSE125162	inferelator	normalized	30000	yeast_KDUnion	0.0322	0.0354	0.0337
jackson_GSE125162	inferelator	normalized	50000	yeast_KDUnion	0.0343	0.0628	0.0444
jackson_GSE125162	inferelator	normalized	100	yeast_chipunion_KDUnion_intersect	0.0700	0.0026	0.0051
jackson_GSE125162	inferelator	normalized	300	yeast_chipunion_KDUnion_intersect	0.0667	0.0075	0.0135
jackson_GSE125162	inferelator	normalized	500	yeast_chipunion_KDUnion_intersect	0.0540	0.0102	0.0171
jackson_GSE125162	inferelator	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0330	0.0124	0.0181
jackson_GSE125162	inferelator	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0317	0.0358	0.0336
jackson_GSE125162	inferelator	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0274	0.0516	0.0358
jackson_GSE125162	inferelator	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0208	0.0783	0.0329
jackson_GSE125162	inferelator	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0152	0.1721	0.0280
jackson_GSE125162	inferelator	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0157	0.2960	0.0299
gasch_GSE102475	knnDREMI	normalized	100	hu	0.0000	0.0000	0.0000
gasch_GSE102475	knnDREMI	normalized	300	hu	0.0233	0.0011	0.0021
gasch_GSE102475	knnDREMI	normalized	500	hu	0.0260	0.0020	0.0038
gasch_GSE102475	knnDREMI	normalized	1000	hu	0.0310	0.0049	0.0084
gasch_GSE102475	knnDREMI	normalized	3000	hu	0.0277	0.0130	0.0177
gasch_GSE102475	knnDREMI	normalized	5000	hu	0.0284	0.0223	0.0250
gasch_GSE102475	knnDREMI	normalized	10000	hu	0.0276	0.0433	0.0337
gasch_GSE102475	knnDREMI	normalized	30000	hu	0.0243	0.1145	0.0401
gasch_GSE102475	knnDREMI	normalized	50000	hu	0.0223	0.1754	0.0396
gasch_GSE102475	knnDREMI	normalized	100	mac2	0.0000	0.0000	0.0000
gasch_GSE102475	knnDREMI	normalized	300	mac2	0.0033	0.0005	0.0008
gasch_GSE102475	knnDREMI	normalized	500	mac2	0.0080	0.0018	0.0030
gasch_GSE102475	knnDREMI	normalized	1000	mac2	0.0130	0.0059	0.0082
gasch_GSE102475	knnDREMI	normalized	3000	mac2	0.0163	0.0224	0.0189
gasch_GSE102475	knnDREMI	normalized	5000	mac2	0.0166	0.0380	0.0231
gasch_GSE102475	knnDREMI	normalized	10000	mac2	0.0189	0.0865	0.0310
gasch_GSE102475	knnDREMI	normalized	30000	mac2	0.0198	0.2713	0.0368
gasch_GSE102475	knnDREMI	normalized	50000	mac2	0.0210	0.4808	0.0403
gasch_GSE102475	knnDREMI	normalized	100	yeastract_c3	0.0500	0.0021	0.0041
gasch_GSE102475	knnDREMI	normalized	300	yeastract_c3	0.0433	0.0056	0.0099
gasch_GSE102475	knnDREMI	normalized	500	yeastract_c3	0.0480	0.0103	0.0169
gasch_GSE102475	knnDREMI	normalized	1000	yeastract_c3	0.0440	0.0189	0.0264
gasch_GSE102475	knnDREMI	normalized	3000	yeastract_c3	0.0323	0.0416	0.0364
gasch_GSE102475	knnDREMI	normalized	5000	yeastract_c3	0.0292	0.0626	0.0398
gasch_GSE102475	knnDREMI	normalized	10000	yeastract_c3	0.0268	0.1149	0.0435
gasch_GSE102475	knnDREMI	normalized	30000	yeastract_c3	0.0224	0.2877	0.0415
gasch_GSE102475	knnDREMI	normalized	50000	yeastract_c3	0.0208	0.4464	0.0398
gasch_GSE102475	knnDREMI	normalized	100	yeastract_t2	0.0400	0.0016	0.0030
gasch_GSE102475	knnDREMI	normalized	300	yeastract_t2	0.0400	0.0047	0.0084
gasch_GSE102475	knnDREMI	normalized	500	yeastract_t2	0.0440	0.0086	0.0143
gasch_GSE102475	knnDREMI	normalized	1000	yeastract_t2	0.0340	0.0132	0.0191
gasch_GSE102475	knnDREMI	normalized	3000	yeastract_t2	0.0243	0.0284	0.0262
gasch_GSE102475	knnDREMI	normalized	5000	yeastract_t2	0.0228	0.0444	0.0301
gasch_GSE102475	knnDREMI	normalized	10000	yeastract_t2	0.0232	0.0904	0.0369
gasch_GSE102475	knnDREMI	normalized	30000	yeastract_t2	0.0223	0.2610	0.0411
gasch_GSE102475	knnDREMI	normalized	50000	yeastract_t2	0.0222	0.4328	0.0423
gasch_GSE102475	knnDREMI	normalized	100	yeast_chipunion	0.0300	0.0002	0.0005
gasch_GSE102475	knnDREMI	normalized	300	yeast_chipunion	0.0300	0.0007	0.0014
gasch_GSE102475	knnDREMI	normalized	500	yeast_chipunion	0.0220	0.0009	0.0017
gasch_GSE102475	knnDREMI	normalized	1000	yeast_chipunion	0.0190	0.0015	0.0029
gasch_GSE102475	knnDREMI	normalized	3000	yeast_chipunion	0.0203	0.0050	0.0080
gasch_GSE102475	knnDREMI	normalized	5000	yeast_chipunion	0.0242	0.0098	0.0140
gasch_GSE102475	knnDREMI	normalized	10000	yeast_chipunion	0.0258	0.0209	0.0231
gasch_GSE102475	knnDREMI	normalized	30000	yeast_chipunion	0.0306	0.0746	0.0434
gasch_GSE102475	knnDREMI	normalized	50000	yeast_chipunion	0.0312	0.1268	0.0501
gasch_GSE102475	knnDREMI	normalized	100	yeast_KDUnion	0.0400	0.0002	0.0005
gasch_GSE102475	knnDREMI	normalized	300	yeast_KDUnion	0.0367	0.0007	0.0013
gasch_GSE102475	knnDREMI	normalized	500	yeast_KDUnion	0.0360	0.0011	0.0021
gasch_GSE102475	knnDREMI	normalized	1000	yeast_KDUnion	0.0370	0.0023	0.0042
gasch_GSE102475	knnDREMI	normalized	3000	yeast_KDUnion	0.0420	0.0077	0.0130
gasch_GSE102475	knnDREMI	normalized	5000	yeast_KDUnion	0.0412	0.0126	0.0192
gasch_GSE102475	knnDREMI	normalized	10000	yeast_KDUnion	0.0394	0.0240	0.0298
gasch_GSE102475	knnDREMI	normalized	30000	yeast_KDUnion	0.0370	0.0676	0.0478
gasch_GSE102475	knnDREMI	normalized	50000	yeast_KDUnion	0.0348	0.1060	0.0524
gasch_GSE102475	knnDREMI	normalized	100	yeast_chipunion_KDUnion_intersect	0.0400	0.0022	0.0042
gasch_GSE102475	knnDREMI	normalized	300	yeast_chipunion_KDUnion_intersect	0.0300	0.0050	0.0086
gasch_GSE102475	knnDREMI	normalized	500	yeast_chipunion_KDUnion_intersect	0.0320	0.0089	0.0139
gasch_GSE102475	knnDREMI	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0300	0.0167	0.0215
gasch_GSE102475	knnDREMI	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0277	0.0462	0.0346
gasch_GSE102475	knnDREMI	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0300	0.0836	0.0442
gasch_GSE102475	knnDREMI	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0272	0.1515	0.0461
gasch_GSE102475	knnDREMI	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0226	0.3777	0.0426
gasch_GSE102475	knnDREMI	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0205	0.5716	0.0396
han_GSE107552	knnDREMI	normalized	100	hESC_encodechip	0.6700	0.0005	0.0010
han_GSE107552	knnDREMI	normalized	300	hESC_encodechip	0.6700	0.0016	0.0031
han_GSE107552	knnDREMI	normalized	500	hESC_encodechip	0.6740	0.0026	0.0053
han_GSE107552	knnDREMI	normalized	1000	hESC_encodechip	0.6330	0.0050	0.0098
han_GSE107552	knnDREMI	normalized	3000	hESC_encodechip	0.5297	0.0124	0.0243
han_GSE107552	knnDREMI	normalized	5000	hESC_encodechip	0.4642	0.0182	0.0350
han_GSE107552	knnDREMI	normalized	10000	hESC_encodechip	0.4221	0.0331	0.0613
han_GSE107552	knnDREMI	normalized	30000	hESC_encodechip	0.4023	0.0945	0.1531
han_GSE107552	knnDREMI	normalized	50000	hESC_encodechip	0.3996	0.1565	0.2249
han_GSE107552	knnDREMI	normalized	100	hESC_escapechip	0.0300	0.0001	0.0001
han_GSE107552	knnDREMI	normalized	300	hESC_escapechip	0.0133	0.0001	0.0002
han_GSE107552	knnDREMI	normalized	500	hESC_escapechip	0.0160	0.0002	0.0004
han_GSE107552	knnDREMI	normalized	1000	hESC_escapechip	0.0130	0.0003	0.0006
han_GSE107552	knnDREMI	normalized	3000	hESC_escapechip	0.0187	0.0014	0.0026
han_GSE107552	knnDREMI	normalized	5000	hESC_escapechip	0.0278	0.0034	0.0061
han_GSE107552	knnDREMI	normalized	10000	hESC_escapechip	0.0459	0.0113	0.0181
han_GSE107552	knnDREMI	normalized	30000	hESC_escapechip	0.0882	0.0649	0.0748
han_GSE107552	knnDREMI	normalized	50000	hESC_escapechip	0.1076	0.1320	0.1186
han_GSE107552	knnDREMI	normalized	100	hESC_chipunion	0.3100	0.0002	0.0004
han_GSE107552	knnDREMI	normalized	300	hESC_chipunion	0.3700	0.0007	0.0014
han_GSE107552	knnDREMI	normalized	500	hESC_chipunion	0.3800	0.0012	0.0024
han_GSE107552	knnDREMI	normalized	1000	hESC_chipunion	0.3900	0.0024	0.0048
han_GSE107552	knnDREMI	normalized	3000	hESC_chipunion	0.3427	0.0064	0.0126
han_GSE107552	knnDREMI	normalized	5000	hESC_chipunion	0.3176	0.0099	0.0192
han_GSE107552	knnDREMI	normalized	10000	hESC_chipunion	0.2884	0.0180	0.0339
han_GSE107552	knnDREMI	normalized	30000	hESC_chipunion	0.2792	0.0523	0.0882
han_GSE107552	knnDREMI	normalized	50000	hESC_chipunion	0.2867	0.0896	0.1365
han_GSE107552	knnDREMI	normalized	100	hESC_logof	0.1800	0.0004	0.0009
han_GSE107552	knnDREMI	normalized	300	hESC_logof	0.1733	0.0013	0.0025
han_GSE107552	knnDREMI	normalized	500	hESC_logof	0.1780	0.0022	0.0043
han_GSE107552	knnDREMI	normalized	1000	hESC_logof	0.1680	0.0041	0.0080
han_GSE107552	knnDREMI	normalized	3000	hESC_logof	0.1500	0.0110	0.0205
han_GSE107552	knnDREMI	normalized	5000	hESC_logof	0.1414	0.0173	0.0308
han_GSE107552	knnDREMI	normalized	10000	hESC_logof	0.1345	0.0328	0.0528
han_GSE107552	knnDREMI	normalized	30000	hESC_logof	0.1349	0.0988	0.1140
han_GSE107552	knnDREMI	normalized	50000	hESC_logof	0.1362	0.1662	0.1497
